f0(local seq < 5: sente)	f0(local seq < 5: gote)	f0(local seq < 5: sente - gote)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
14.125	7.25	6.875	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 11	16.0	style_2: Kato Masao
20.75	7.6875	13.0625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 0	16.0	style_2: Cho U
17.6875	7.125	10.5625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 1	16.0	style_2: Cho U
21.3125	8.125	13.1875	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 2	16.0	style_2: Cho U
20.75	7.4375	13.3125	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 3	16.0	style_2: Cho U
15.625	7.0	8.625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 4	16.0	style_2: Cho U
15.875	6.8125	9.0625	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 5	16.0	style_2: Cho U
20.4375	5.4375	15.0	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 6	16.0	style_2: Cho U
20.0	6.5	13.5	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 7	16.0	style_2: Cho U
15.1875	5.9375	9.25	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 8	16.0	style_2: Cho U
20.25	6.5	13.75	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 9	16.0	style_2: Cho U
18.9375	7.0	11.9375	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 10	16.0	style_2: Cho U
17.625	7.1875	10.4375	7.25	5.25	6.0	6.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho U, split 11	16.0	style_2: Cho U
16.0	6.5	9.5	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 0	16.0	style_2: Cho Chikun
18.9375	5.6875	13.25	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 1	16.0	style_2: Cho Chikun
19.0625	5.75	13.3125	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 2	16.0	style_2: Cho Chikun
17.125	5.0625	12.0625	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 3	16.0	style_2: Cho Chikun
15.5625	6.4375	9.125	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 4	16.0	style_2: Cho Chikun
19.375	6.5625	12.8125	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 5	16.0	style_2: Cho Chikun
19.0	6.3125	12.6875	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 6	16.0	style_2: Cho Chikun
17.25	6.625	10.625	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 7	16.0	style_2: Cho Chikun
15.5625	6.1875	9.375	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 8	16.0	style_2: Cho Chikun
14.6875	5.625	9.0625	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 9	16.0	style_2: Cho Chikun
19.375	6.5625	12.8125	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 10	16.0	style_2: Cho Chikun
20.25	6.1875	14.0625	9.0	6.25	6.75	9.0	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Cho Chikun, split 11	16.0	style_2: Cho Chikun
20.5625	6.9375	13.625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 0	16.0	style_2: Yoda Norimoto
14.875	7.4375	7.4375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 1	16.0	style_2: Yoda Norimoto
20.0625	7.4375	12.625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 2	16.0	style_2: Yoda Norimoto
19.125	6.375	12.75	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 3	16.0	style_2: Yoda Norimoto
18.375	6.4375	11.9375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 4	16.0	style_2: Yoda Norimoto
20.875	7.5	13.375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 5	16.0	style_2: Yoda Norimoto
20.5	7.5625	12.9375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 6	16.0	style_2: Yoda Norimoto
20.625	6.0625	14.5625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 7	16.0	style_2: Yoda Norimoto
15.4375	6.5625	8.875	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 8	16.0	style_2: Yoda Norimoto
17.9375	8.375	9.5625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 9	16.0	style_2: Yoda Norimoto
16.9375	6.375	10.5625	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 10	16.0	style_2: Yoda Norimoto
16.375	6.9375	9.4375	7.0	3.75	4.0	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yoda Norimoto, split 11	16.0	style_2: Yoda Norimoto
16.1875	6.625	9.5625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 0	16.0	style_2: Takao Shinji
19.625	8.375	11.25	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 1	16.0	style_2: Takao Shinji
19.0	6.6875	12.3125	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 2	16.0	style_2: Takao Shinji
17.875	6.5	11.375	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 3	16.0	style_2: Takao Shinji
20.625	7.875	12.75	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 4	16.0	style_2: Takao Shinji
21.375	8.3125	13.0625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 5	16.0	style_2: Takao Shinji
18.5625	6.9375	11.625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 6	16.0	style_2: Takao Shinji
22.5625	6.1875	16.375	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 7	16.0	style_2: Takao Shinji
18.9375	5.8125	13.125	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 8	16.0	style_2: Takao Shinji
17.3125	7.25	10.0625	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 9	16.0	style_2: Takao Shinji
17.1875	6.875	10.3125	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 10	16.0	style_2: Takao Shinji
15.625	7.125	8.5	5.0	3.5	5.5	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takao Shinji, split 11	16.0	style_2: Takao Shinji
16.5625	6.5625	10.0	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 0	16.0	style_2: Hane Naoki
16.0	6.25	9.75	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 1	16.0	style_2: Hane Naoki
17.5625	6.375	11.1875	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 2	16.0	style_2: Hane Naoki
14.375	7.875	6.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 3	16.0	style_2: Hane Naoki
17.1875	5.875	11.3125	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 4	16.0	style_2: Hane Naoki
14.9375	5.4375	9.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 5	16.0	style_2: Hane Naoki
17.5625	7.625	9.9375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 6	16.0	style_2: Hane Naoki
16.5625	6.0625	10.5	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 7	16.0	style_2: Hane Naoki
17.1875	6.25	10.9375	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 8	16.0	style_2: Hane Naoki
14.75	6.9375	7.8125	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 9	16.0	style_2: Hane Naoki
16.875	6.875	10.0	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 10	16.0	style_2: Hane Naoki
18.3125	5.625	12.6875	7.5	2.5	4.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Hane Naoki, split 11	16.0	style_2: Hane Naoki
