f0(bdist histogram: move <= 16, bdist <= 2)	f0(bdist histogram: move <= 16, bdist == 3)	f0(bdist histogram: move <= 16, bdist == 4)	f0(bdist histogram: move <= 16, bdist > 4)	f0(bdist histogram: 16 < move <= 64, bdist <= 2)	f0(bdist histogram: 16 < move <= 64, bdist == 3)	f0(bdist histogram: 16 < move <= 64, bdist == 4)	f0(bdist histogram: 16 < move <= 64, bdist > 4)	f0(bdist histogram: 64 < move <= 160, bdist <= 2)	f0(bdist histogram: 64 < move <= 160, bdist == 3)	f0(bdist histogram: 64 < move <= 160, bdist == 4)	f0(bdist histogram: 64 < move <= 160, bdist > 4)	f0(bdist histogram: move > 160, bdist <= 2)	f0(bdist histogram: move > 160, bdist == 3)	f0(bdist histogram: move > 160, bdist == 4)	f0(bdist histogram: move > 160, bdist > 4)	territory	orthodox	aggressiveness	thickness	OSL name	OSL size	Image name
0.5	4.1875	2.9375	0.375	4.625	7.5625	5.3125	6.5	10.8125	7.8125	6.5625	22.5	12.875	3.0	4.9375	13.5625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 2	16.0	style_2: Kobayashi Koichi
0.5625	5.0625	2.1875	0.1875	4.5	8.25	4.6875	6.5625	12.125	7.0625	6.9375	20.375	10.75	3.375	3.625	11.75	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 3	16.0	style_2: Kobayashi Koichi
0.375	5.0	1.9375	0.6875	4.1875	6.5	5.8125	7.5	11.25	7.8125	6.1875	22.1875	16.5	4.125	4.6875	12.625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 4	16.0	style_2: Kobayashi Koichi
0.4375	4.875	2.25	0.4375	5.6875	7.0625	4.625	6.625	11.1875	6.125	6.5625	23.8125	14.375	3.8125	3.375	13.625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 5	16.0	style_2: Kobayashi Koichi
0.6875	4.8125	2.3125	0.1875	5.0	6.9375	5.9375	6.125	11.25	6.8125	5.25	19.8125	9.4375	1.5	2.5625	9.875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 6	16.0	style_2: Kobayashi Koichi
0.3125	4.5	2.6875	0.5	4.6875	7.1875	4.5625	7.5625	12.5625	7.5625	5.75	20.3125	16.875	3.625	4.6875	16.6875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 7	16.0	style_2: Kobayashi Koichi
0.5	4.75	2.4375	0.3125	3.875	7.0625	6.1875	6.875	10.75	6.375	7.0	21.0625	10.4375	2.8125	3.375	12.1875	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 8	16.0	style_2: Kobayashi Koichi
0.375	5.5	1.625	0.5	4.5	6.4375	5.6875	7.375	12.5	6.75	5.875	19.625	10.4375	3.25	3.125	12.0625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 9	16.0	style_2: Kobayashi Koichi
0.5	4.1875	2.75	0.5625	4.625	7.6875	4.875	6.8125	10.6875	7.1875	6.3125	23.25	14.3125	3.6875	4.0625	13.3125	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 10	16.0	style_2: Kobayashi Koichi
0.875	4.8125	2.125	0.1875	4.25	7.875	4.9375	6.9375	12.1875	6.4375	6.1875	22.375	12.8125	3.125	4.4375	12.625	9.33333333333	2.0	2.66666666667	4.33333333333	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kobayashi Koichi, split 11	16.0	style_2: Kobayashi Koichi
0.25	4.0	2.875	0.875	4.8125	6.125	4.625	8.4375	9.3125	7.1875	6.0	19.875	6.5625	2.4375	1.8125	7.75	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 0	16.0	style_2: Yuki Satoshi
0.375	4.0625	3.0	0.5625	4.5625	5.1875	5.4375	8.8125	11.6875	6.8125	6.5	18.0625	9.625	1.8125	3.75	11.75	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 1	16.0	style_2: Yuki Satoshi
0.75	4.0625	2.8125	0.375	4.875	5.875	4.375	8.5	11.6875	7.3125	6.4375	15.875	7.6875	2.1875	2.25	8.0625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 2	16.0	style_2: Yuki Satoshi
0.3125	3.8125	2.875	1.0	4.6875	5.5	5.3125	8.5	12.8125	8.375	5.8125	16.5	8.25	2.125	2.25	6.9375	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 3	16.0	style_2: Yuki Satoshi
0.25	3.375	3.1875	1.1875	4.5	6.0	4.5625	8.9375	10.6875	7.75	6.1875	18.5625	9.125	2.4375	2.0	7.75	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 4	16.0	style_2: Yuki Satoshi
0.4375	3.3125	2.875	1.375	4.75	6.125	5.0	8.125	10.75	7.0	4.875	18.125	7.375	1.9375	2.5625	6.1875	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 5	16.0	style_2: Yuki Satoshi
0.1875	3.0625	4.25	0.5	5.25	6.0	5.125	7.625	11.0625	6.5625	5.25	20.625	10.5625	3.25	3.375	9.5	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 6	16.0	style_2: Yuki Satoshi
0.25	4.125	2.8125	0.8125	4.5	5.875	5.3125	8.3125	10.875	8.0	6.625	19.9375	6.1875	1.5	1.5625	8.0625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 7	16.0	style_2: Yuki Satoshi
0.4375	4.125	2.375	1.0625	4.4375	6.4375	5.1875	7.9375	11.8125	6.125	6.375	17.375	6.8125	1.375	2.125	6.8125	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 8	16.0	style_2: Yuki Satoshi
0.1875	3.1875	3.5	1.125	4.625	6.125	3.5625	9.6875	10.4375	7.125	6.125	18.4375	6.8125	1.5	2.25	6.75	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 9	16.0	style_2: Yuki Satoshi
0.1875	4.1875	3.1875	0.4375	4.0	6.625	5.3125	7.75	13.375	7.25	5.125	17.1875	12.4375	2.25	2.9375	10.625	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 10	16.0	style_2: Yuki Satoshi
0.5625	4.25	2.5625	0.625	4.5625	6.5625	4.5625	8.3125	13.125	7.875	5.875	16.1875	9.125	2.6875	2.3125	9.25	3.0	8.5	9.0	4.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yuki Satoshi, split 11	16.0	style_2: Yuki Satoshi
0.25	5.1875	2.25	0.3125	4.5625	6.1875	5.125	8.125	11.625	6.5625	6.9375	20.125	6.8125	2.125	2.0	7.0	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 0	16.0	style_2: Otake Hideo
0.4375	4.9375	2.1875	0.4375	3.25	5.4375	6.0	9.3125	11.0	7.5625	5.25	19.6875	8.625	3.0	2.1875	6.5625	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 1	16.0	style_2: Otake Hideo
0.6875	4.8125	2.0	0.5	4.0	7.125	5.625	7.25	13.125	5.9375	5.75	20.625	12.1875	2.1875	3.0	11.25	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 2	16.0	style_2: Otake Hideo
0.25	4.5	2.25	1.0	4.9375	5.9375	4.6875	8.4375	12.25	6.75	6.4375	21.1875	9.8125	2.625	3.6875	10.25	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 3	16.0	style_2: Otake Hideo
0.25	5.125	2.0625	0.5625	4.1875	5.8125	5.75	8.25	11.625	6.4375	6.0	21.5625	7.0	2.0	1.6875	8.125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 4	16.0	style_2: Otake Hideo
0.625	4.625	2.0	0.75	3.25	6.1875	5.625	8.9375	10.0625	6.3125	7.0	21.5625	8.625	1.875	2.3125	9.5625	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 5	16.0	style_2: Otake Hideo
0.5625	5.0625	1.9375	0.4375	3.5	6.3125	4.1875	10.0	12.8125	6.6875	5.875	20.25	9.5625	2.25	3.5	10.0625	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 6	16.0	style_2: Otake Hideo
0.4375	4.875	2.0	0.6875	4.375	6.125	5.1875	8.3125	10.5	5.875	6.8125	21.5	7.8125	1.875	2.0	8.375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 7	16.0	style_2: Otake Hideo
0.4375	4.3125	2.5625	0.6875	3.625	5.4375	4.625	10.3125	12.3125	5.9375	5.625	20.375	9.0625	2.5625	2.75	9.9375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 8	16.0	style_2: Otake Hideo
0.5	4.1875	2.375	0.9375	4.125	5.9375	6.0625	7.875	10.8125	6.5625	6.25	18.25	7.3125	2.6875	1.8125	7.9375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 9	16.0	style_2: Otake Hideo
0.5	4.5	2.0625	0.9375	4.0	5.625	5.125	9.25	11.0	7.0625	7.375	20.5	8.4375	2.75	2.3125	6.9375	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 10	16.0	style_2: Otake Hideo
0.25	4.5	2.5	0.75	4.3125	7.125	4.4375	8.125	12.4375	7.0625	5.5625	18.875	7.5	2.5	2.5625	7.8125	4.5	2.5	4.25	3.25	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Otake Hideo, split 11	16.0	style_2: Otake Hideo
0.375	4.5	2.625	0.5	4.6875	6.9375	5.1875	7.1875	14.3125	7.875	6.4375	18.9375	12.0	2.3125	3.3125	16.5625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 0	16.0	style_2: Yi Ch'ang-ho
0.1875	4.5	3.0625	0.25	4.875	6.1875	4.3125	8.625	12.4375	6.75	6.375	19.375	8.3125	1.75	2.5625	10.25	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 1	16.0	style_2: Yi Ch'ang-ho
0.5625	5.0	2.3125	0.125	5.0625	7.5625	5.3125	6.0625	13.1875	6.75	6.9375	20.9375	7.25	2.125	2.0625	10.0625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 2	16.0	style_2: Yi Ch'ang-ho
0.5	4.625	2.75	0.125	5.25	7.375	4.75	6.625	13.375	6.625	6.8125	17.6875	14.375	3.1875	3.4375	13.3125	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 3	16.0	style_2: Yi Ch'ang-ho
0.375	4.8125	2.5625	0.25	5.875	6.6875	5.5625	5.875	11.375	7.125	7.25	20.1875	12.0625	3.0625	3.8125	14.5625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 4	16.0	style_2: Yi Ch'ang-ho
0.25	4.0	3.0	0.75	5.1875	6.875	4.75	7.1875	14.875	7.375	7.25	17.1875	12.0625	2.25	3.4375	13.9375	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 5	16.0	style_2: Yi Ch'ang-ho
0.3125	5.1875	2.1875	0.3125	4.25	5.9375	4.5	9.3125	11.8125	7.5625	6.5	19.9375	7.4375	1.9375	1.5	8.375	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 6	16.0	style_2: Yi Ch'ang-ho
0.4375	4.625	2.5	0.4375	3.875	6.125	5.3125	8.6875	12.9375	7.75	5.9375	17.75	11.75	2.625	3.625	13.9375	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 7	16.0	style_2: Yi Ch'ang-ho
0.5625	4.0	3.0	0.4375	3.875	5.6875	4.5	9.9375	11.625	7.1875	5.0	20.5	15.875	4.0	3.9375	10.6875	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 8	16.0	style_2: Yi Ch'ang-ho
0.4375	4.5	2.875	0.1875	4.8125	6.5625	4.6875	7.5	9.9375	6.8125	6.75	20.0625	13.625	4.25	3.6875	9.4375	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 9	16.0	style_2: Yi Ch'ang-ho
0.8125	3.9375	3.1875	0.0625	5.1875	6.625	4.5625	7.625	11.875	8.0	6.25	18.4375	11.9375	2.5625	2.5625	12.5	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 10	16.0	style_2: Yi Ch'ang-ho
0.75	4.3125	2.3125	0.625	5.25	6.5	5.1875	7.0625	14.75	8.75	5.8125	18.25	14.4375	3.3125	3.625	15.5625	7.5	5.25	3.75	3.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Yi Ch'ang-ho, split 11	16.0	style_2: Yi Ch'ang-ho
0.3125	5.5	1.9375	0.25	4.875	7.125	5.25	6.75	11.9375	7.0625	5.375	22.375	11.1875	2.125	3.625	10.9375	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 0	16.0	style_2: Chen Yaoye
0.4375	5.375	1.875	0.3125	5.125	6.6875	5.125	7.0625	12.5625	7.0	5.625	20.0	19.8125	4.0625	4.4375	15.125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 1	16.0	style_2: Chen Yaoye
0.5	5.875	1.5625	0.0625	5.875	6.4375	5.5625	6.125	9.8125	6.375	7.6875	20.375	14.1875	3.0	4.25	13.8125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 2	16.0	style_2: Chen Yaoye
0.5625	4.875	2.375	0.1875	5.25	6.875	4.25	7.625	12.875	6.625	6.625	20.8125	15.3125	4.875	3.625	16.625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 3	16.0	style_2: Chen Yaoye
0.5625	5.1875	1.9375	0.3125	4.5625	6.75	4.9375	7.75	12.4375	6.5	6.25	20.875	14.25	3.3125	4.125	15.8125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 4	16.0	style_2: Chen Yaoye
0.625	4.5625	2.5625	0.25	4.625	6.9375	6.5	5.9375	12.125	6.75	6.5	22.625	17.0	4.8125	4.0	13.25	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 5	16.0	style_2: Chen Yaoye
0.6875	5.0625	2.0	0.25	6.125	7.375	4.375	6.125	11.5625	7.1875	6.1875	23.0	15.0625	3.6875	3.875	15.125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 6	16.0	style_2: Chen Yaoye
0.0625	6.0	1.6875	0.25	6.5	7.0625	4.6875	5.75	11.0	6.625	5.9375	22.9375	13.25	3.3125	3.625	14.5625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 7	16.0	style_2: Chen Yaoye
0.5625	4.8125	2.1875	0.4375	5.125	6.875	4.375	7.625	11.25	6.625	7.4375	22.4375	9.9375	3.0	2.75	10.75	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 8	16.0	style_2: Chen Yaoye
0.375	4.875	2.625	0.125	5.625	6.8125	4.0625	7.5	12.125	8.25	5.6875	21.6875	17.0625	3.8125	6.125	17.3125	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 9	16.0	style_2: Chen Yaoye
0.5625	5.0	2.0	0.4375	5.5625	6.75	5.6875	6.0	11.5	7.875	5.625	22.4375	10.9375	3.8125	3.0	10.5625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 10	16.0	style_2: Chen Yaoye
0.5	5.625	1.5625	0.3125	5.4375	6.9375	5.5625	6.0625	12.5625	7.875	6.75	19.125	16.875	4.0	4.5625	17.0625	6.0	4.0	6.0	5.5	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Chen Yaoye, split 11	16.0	style_2: Chen Yaoye
0.125	1.8125	5.0625	1.0	3.3125	5.9375	5.0625	9.6875	11.25	7.6875	6.0	18.25	9.3125	2.5625	2.4375	8.875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 0	16.0	style_2: Takemiya Masaki
0.25	1.5	5.0625	1.1875	3.375	6.3125	4.4375	9.875	11.9375	7.1875	6.125	20.0625	10.5625	3.4375	3.3125	11.6875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 1	16.0	style_2: Takemiya Masaki
0.125	1.75	5.4375	0.6875	3.5	5.8125	5.0	9.6875	12.0625	8.0	6.1875	19.375	8.5	1.8125	2.4375	8.5	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 2	16.0	style_2: Takemiya Masaki
0.1875	2.4375	4.25	1.125	4.0	5.5	5.625	8.875	11.5625	7.9375	5.625	21.4375	10.9375	3.0625	3.8125	10.125	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 3	16.0	style_2: Takemiya Masaki
0.0625	1.9375	5.125	0.875	3.4375	6.0	5.4375	9.125	12.6875	7.5	6.0	20.625	11.5625	3.5625	3.6875	10.1875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 4	16.0	style_2: Takemiya Masaki
0.125	1.8125	5.0	1.0625	4.4375	6.6875	5.125	7.75	12.75	7.0	5.75	19.0625	9.0	2.75	3.1875	10.0	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 5	16.0	style_2: Takemiya Masaki
0.375	1.9375	5.0625	0.625	3.6875	6.4375	5.4375	8.4375	12.3125	8.3125	6.0625	17.625	6.25	1.625	1.9375	6.6875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 6	16.0	style_2: Takemiya Masaki
0.125	2.5625	4.4375	0.875	4.75	6.125	4.875	8.25	12.375	6.8125	6.1875	22.1875	11.625	4.125	4.3125	14.625	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 7	16.0	style_2: Takemiya Masaki
0.375	2.0	5.0	0.625	3.1875	6.875	5.3125	8.625	12.4375	6.5625	4.6875	20.125	8.0	1.875	2.625	7.5625	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 8	16.0	style_2: Takemiya Masaki
0.0	2.3125	5.0625	0.625	3.5625	6.4375	4.6875	9.3125	11.125	7.6875	5.8125	20.125	11.1875	2.9375	3.3125	12.1875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 9	16.0	style_2: Takemiya Masaki
0.0625	2.1875	4.9375	0.8125	3.5625	6.8125	6.3125	7.3125	10.75	6.75	5.4375	18.75	8.375	2.125	2.625	7.4375	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 10	16.0	style_2: Takemiya Masaki
0.125	2.125	5.0	0.75	2.8125	5.5625	5.125	10.5	11.25	7.875	5.4375	18.3125	10.6875	2.3125	3.375	6.875	1.5	5.75	7.25	1.75	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Takemiya Masaki, split 11	16.0	style_2: Takemiya Masaki
0.25	4.4375	2.0	1.3125	3.375	5.75	4.75	10.125	13.875	8.3125	5.75	19.6875	12.125	3.625	3.5625	10.375	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 0	16.0	style_2: Kato Masao
0.25	4.875	2.5625	0.3125	3.5625	5.9375	5.375	9.125	12.375	7.8125	6.875	20.9375	12.75	4.25	4.375	13.6875	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 1	16.0	style_2: Kato Masao
0.5	4.1875	2.8125	0.5	4.5	5.875	4.3125	9.3125	11.5	6.125	6.5	21.0625	12.5	3.125	4.0625	11.75	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 2	16.0	style_2: Kato Masao
0.375	4.6875	2.125	0.8125	5.0	6.8125	4.9375	7.25	12.0	6.25	6.0625	20.125	11.625	2.625	3.3125	9.3125	3.0	3.66666666667	8.66666666667	5.66666666667	Style_2, GameList(3, 'GoGoD', #games = 70170), one split == 16 games, number of splits == 12, Shuffled, Questionare Limit = 2, player Kato Masao, split 3	16.0	style_2: Kato Masao
